,Unnamed: 0,user,location,text,tweets
1220,1220,QueenPhillippa,,"Yes. Not all ""depression"" is =. The DSM-IV &amp; V prohibit diagnosing depression + other disorders where there is a ph… https://t.co/upROCidnu0",yes  not all  depression  is   the dsmiv  v prohibit diagnosing depression  other disorder where there is a ph  
1221,1221,changbinfeeties,she/they,"me: diagnosed with depression 

my dad: it’s a depressed phase, we all have it! you just need to learn how to act when you have the phase",me  diagnosed with depression my dad  it  s a depressed phase  we all have it  you just need to learn how to act when you have the phase
1222,1222,iam_akhnaton,Space,@Postsubman @_McOatt All these I mentioned have to happen for at least 5 - 6 months before you can be diagnosed wit… https://t.co/LnHRxAkhx6,all these i mentioned have to happen for at least 5  6 month before you can be diagnosed wit  
1223,1223,iam_akhnaton,Space,"@Postsubman @_McOatt Ti be diagnosed with depression, you must be showing these signs :
1, Loss of Interest from pl… https://t.co/DT6NXW08dG",ti be diagnosed with depression  you must be showing these sign  1  loss of interest from pl  
1224,1224,SarahKeane83,"Co Kerry, Ireland","@BethMatthewsz I’m 37, first diagnosed with clinical depression when I was twenty. I was told to give it 6 weeks fo… https://t.co/1mUSt5SSLM",i  m 37  first diagnosed with clinical depression when i wa twenty  i wa told to give it 6 week fo  
1225,1225,Sushantcommite1,,"#SushantSinghRajput Felt He'd Never Beat Being Bipolar, Stopped Meds: Doctors diagnosed him as suffering from sever… https://t.co/AoRXjzFo0S",sushantsinghrajput felt hed never beat being bipolar  stopped meds  doctors diagnosed him a suffering from sever  
1226,1226,badbishwitch,,"@Senn_Spud On the real, I was recently diagnosed with adult adhd and Adderall has changed my life. My depression an… https://t.co/PGLjGrsqw8",on the real  i wa recently diagnosed with adult adhd and adderall ha changed my life  my depression an  
1227,1227,girldrawsghosts,Trans-ylvania,@emrazz You know what super duper helps with clinically diagnosed depression or anxiety? Having kids. PPD definitel… https://t.co/gBqgtnbx2W,you know what super duper help with clinically diagnosed depression or anxiety  having kid  ppd definitel  
1228,1228,doppiomustdie,"Vancouver, British Columbia","Small brain: self diagnosed anxiety/depression
Galaxy Brain: Self diagnosed schizophrenia",small brain  self diagnosed anxiety  depression galaxy brain  self diagnosed schizophrenia
1229,1229,ScatteredPotent,"Lodi, CA","After COVID-19 Diagnosis, Nearly 1 In 5 Are Diagnosed With Mental Disorder 
.
https://t.co/QYzJG6Ix4Y
.… https://t.co/fj2axhY5cm",after covid  19 diagnosis  nearly 1 in 5 are diagnosed with mental disorder     
1230,1230,AngelForceUSA,,"According to the National Alliance On Mental Illness, 64% of people with diagnosed mental illness find their condit… https://t.co/3Im1nh1C95",according to the national alliance on mental illness  64  of people with diagnosed mental illness find their condit  
1231,1231,angrybrowndyk3,pawtucket land,"@nuhhhnsense ur valid! i have diagnosed ptsd, depression, and anxiety lol
tho i also have 12/12 of the bpd symptoms so no clue LOL",ur valid  i have diagnosed ptsd  depression  and anxiety lol tho i also have 1212 of the bpd symptom so no clue lol
1232,1232,MYSTERIONRlSES,among the fairies,"4. i have diagnosed depression, anxiety, ADHD, PTSD, and borderline personality disorder",4  i have diagnosed depression  anxiety  adhd  ptsd  and borderline personality disorder
1233,1233,sassyanddeadly,,"And before you jump on my dick, I struggle with depression and have done so for a decade. I was also recently diagn… https://t.co/nzRkHsznt1",and before you jump on my dick  i struggle with depression and have done so for a decade  i wa also recently diagn  
1234,1234,mistaoki,kurdish s/her ♡ reve + SaMo,thanks to woke bitches on titkok we got ppl voluntarily not participating in basic hygiene bc of self diagnosed depression😭👏,thanks to woke bitch on titkok we got ppl voluntarily not participating in basic hygiene bc of self diagnosed depression  
1235,1235,treblackblack,"Chicago, IL","cw/tw: suicidality &amp; suicidal thoughts 

i have never been ~diagnosed~ with depression, but I have a long history o… https://t.co/oBDDTbi1y3",cw  tw  suicidality  suicidal thought i have never been  diagnosed  with depression  but i have a long history o  
1236,1236,bipolarmamaphd,USA,1. I’m in a situation in which I’m in pretty extensive mental health treatment for bipolar and OCD and have been mo… https://t.co/Kv5ZJwRxzd,1  i  m in a situation in which i  m in pretty extensive mental health treatment for bipolar and ocd and have been mo  
1237,1237,CliftonGrooms,"St. Joseph, MO",@angelxomua @CashApp $CliftonGrooms I’ve been diagnosed with Depression and anxiety and I’ve missed so much work th… https://t.co/ukXJS7lriB, cliftongrooms i  ve been diagnosed with depression and anxiety and i  ve missed so much work th  
1238,1238,cloudlbs,☆ eighteen — tw ed — they/he/?,"⠀ ⠀ ⠀⠀⠀⠀-` ♡ ´-
⠀⠀⠀⠀⠀⠀⠀basics

⠀⠀⠀⠀⠀⠀↬ eighteen
⠀⠀⠀⠀⠀⠀↬ canadian
⠀⠀⠀⠀⠀⠀↬ pro-recovery

⠀⠀⠀⠀⠀⠀⠀diagnosed:
⠀⠀⠀⠀⠀⠀↬ an… https://t.co/0mYZVlGrJ9",             basic     eighteen     canadian     prorecovery    diagnosed      an  
1239,1239,1012Sahil,India,@Utkarsh52307879 @republic Nobody said that....here....learn something about depression....also he had bipolar diso… https://t.co/ejwAZ1Yl14,nobody said that  here  learn something about depression  also he had bipolar diso  
1240,1240,AssDrip,Greater Sudbury / Grand Sudbur,"we live in a shitty period for people with REAL and SERIOUS mental health problems, i’ve seen countless people comp… https://t.co/CNtrZMXhGU",we live in a shitty period for people with real and serious mental health problem  i  ve seen countless people comp  
1241,1241,teefahsstore,"Lagos, Nigeria","Lmaooo
What is all this depression rubbish 😂😂😂
Who diagnosed you?
You'll be alright",lmaooo what is all this depression rubbish    who diagnosed you  youll be alright
1242,1242,unknown_ghost2,Hell,"but it is not like that. Also, I'm  suffering from depression and have been diagnosed with an eating disorder, I'm… https://t.co/9eABc79AJS",but it is not like that  also  im suffering from depression and have been diagnosed with an eating disorder  im  
1243,1243,skywalkersays,"amongst the stars, NJ",@OfficiallyIce I was like 16 when I feel like dying came out so I completely understand all these kids emo phase th… https://t.co/wnuE5jyRkP,i wa like 16 when i feel like dying came out so i completely understand all these kid emo phase th  
1244,1244,louissmoothtail,Neocity,Pretty sad that my mom got an email with mental thingz I got diagnosed with and she says “nah you have Depression j… https://t.co/2M6velS1wA,pretty sad that my mom got an email with mental thingz i got diagnosed with and she say  nah you have depression j  
1245,1245,ThomasBeautyy,💀✨ he/they/her,@AdultingADHD ADHD has had such a debilitating impact on my life growing up. It spread to depression and anxiety di… https://t.co/d3SLmjfeWI,adhd ha had such a debilitating impact on my life growing up  it spread to depression and anxiety di  
1246,1246,PolnareffsAbs,5 below is my natural habitat,@mista_hair I do this and my therapist says it's a symptom of anxiety (I don't have diagnosed clinical anxiety but… https://t.co/SaUfCUrgBL,i do this and my therapist say its a symptom of anxiety  i dont have diagnosed clinical anxiety but  
1247,1247,JonHexLives,United States of Nakamerica,"I hate when therapists ignore when I tell them I’ve been diagnosed with bipolar depression.
Like you just met me, y… https://t.co/1Gz52NlDkH",i hate when therapist ignore when i tell them i  ve been diagnosed with bipolar depression  like you just met me  y  
1248,1248,alpacti,1312 BLM,4 years ago i was insanely depressed and constantly hiding parts of myself i felt were embarassing or shameful. now… https://t.co/FgQCkPxDwU,4 year ago i wa insanely depressed and constantly hiding part of myself i felt were embarassing or shameful  now  
1249,1249,neurosharky,he/him,"Hi this is my new account so I will do an introduction tweet! 🌿

I am a gay transboy named Ashton Liam but I mostly… https://t.co/8nCy8dRhQU",hi this is my new account so i will do an introduction tweet   i am a gay transboy named ashton liam but i mostly  
1250,1250,Blaqueandgolden,"Houston, TX",@NubulaGalaxie I didn’t believe I was suffering from depression because I was doing all of this but I would smile a… https://t.co/YMZr65faIb,i didn  t believe i wa suffering from depression because i wa doing all of this but i would smile a  
1251,1251,aphroditepov,kae ♥︎,"@ghostinsnasty ily, i don’t think i know what depression is like i’ve never been diagnosed but i’m here if you want… https://t.co/9XLJvilUGi",ily  i don  t think i know what depression is like i  ve never been diagnosed but i  m here if you want  
1252,1252,FarRaOn_h,"Kuantan, Pahang, Malaysia",or else you lead peoples to the wrong direction.. No wonder nowadays when someone enduring hard life they thought t… https://t.co/nLyeU9T0Kz,or else you lead people to the wrong direction  no wonder nowadays when someone enduring hard life they thought t  
1253,1253,K1NDAHOT,—they/them cloud/cloudself,i cant blame my schoolwork on my mental health my sister has diagnosed depression and anxiety and she’s doing perfectly fine,i cant blame my schoolwork on my mental health my sister ha diagnosed depression and anxiety and she  s doing perfectly fine
1254,1254,Mz_Champagne,"Columbus, Ohio","Since being diagnosed with Major Depression, Anxiety and Panic disorder painting has been a major stress relief. Re… https://t.co/E2oYERtUn3",since being diagnosed with major depression  anxiety and panic disorder painting ha been a major stress relief  re  
1255,1255,solarnmoon,indie ♡︎ k-pop,"só lembro do wilbur na música “Did you know I've also got depression?
I'm self-diagnosed, thought I should mention” https://t.co/FoHnDVQCsC",s lembro do wilbur na msica  did you know ive also got depression  im selfdiagnosed  thought i should mention  
1256,1256,cxddlyxlarry,she/her,i got diagnosed with depression today lol,i got diagnosed with depression today lol
1257,1257,Melllooo22,,Patient was diagnosed to be a bright student in the faculty of veterinary medicine MU and showed symptoms of chroni… https://t.co/1JNLBsJaL6,patient wa diagnosed to be a bright student in the faculty of veterinary medicine mu and showed symptom of chroni  
1258,1258,HolidayGrayson,Hooters with the boys,Doctor diagnosed me with severe depression but I don't buy it,doctor diagnosed me with severe depression but i dont buy it
1259,1259,lindy2350,"Hudson Valley, NY",@Scandalous I don’t mean a clinically diagnosed major depression episode. Not trying to pathologize. Just wondering… https://t.co/HugQWubD8L,i don  t mean a clinically diagnosed major depression episode  not trying to pathologize  just wondering  
1260,1260,AsheMorgvn,"New Orleans, LA",I been thru more shit than most. Seen things that no one should ever see. Had things done to me that no woman shoul… https://t.co/MnSgKYLAu3,i been thru more shit than most  seen thing that no one should ever see  had thing done to me that no woman shoul  
